pulsep,pulsen,thrust_N,torque_Nm
1480,1740,6.8061,-0.043723
1480,1760,7.7572,-0.049619
1480,1780,6.972,-0.053326
1480,1800,6.9012,-0.061677
1500,1060,2.6501,0.05115
1500,1080,2.3269,0.049559
1500,1100,2.4548,0.049966
1500,1120,2.4455,0.049479
1500,1140,2.4683,0.04717
1500,1160,2.3247,0.04399
1500,1180,2.522,0.040872
1500,1200,2.4934,0.040879
1500,1220,2.6907,0.037179
1500,1240,2.6902,0.035204
1500,1260,2.7822,0.031243
1500,1280,2.9636,0.027586
1500,1300,2.9204,0.02415
1500,1320,3.0105,0.020812
1500,1340,3.0373,0.018803
1500,1360,3.2091,0.014508
1500,1380,3.3003,0.01135
1500,1400,3.3903,0.007422
1500,1420,3.497,0.002251
1500,1440,3.538,-0.00144
1500,1460,3.6803,-0.005928
1500,1480,4.5054,0.019403
1500,1500,4.4682,0.013953
1500,1520,4.5966,0.010925
1500,1540,4.7,0.006009
1500,1560,5.6163,0.005709
1500,1580,5.147,0.000861
1500,1600,5.2885,-0.003165
1500,1620,5.4995,-0.011093
1500,1640,5.5758,-0.013859
1500,1660,5.5734,-0.019589
1500,1680,5.7799,-0.024354
1500,1700,5.9771,-0.03017
1500,1720,7.0968,-0.032415
1500,1740,6.9689,-0.039159
1500,1760,7.931,-0.043825
1500,1780,7.1293,-0.047315
1500,1800,6.9695,-0.058934
1520,1060,2.5883,0.05498
1520,1080,2.6036,0.056091
1520,1100,2.6391,0.053687
1520,1120,2.5994,0.052927
1520,1140,2.5771,0.050584
1520,1160,2.4351,0.047432
1520,1180,2.5515,0.044951
1520,1200,2.6182,0.044191
1520,1220,2.7672,0.040564
1520,1240,2.8739,0.038196
1520,1260,2.9132,0.03444
1520,1280,3.1126,0.031409
1520,1300,3.0553,0.027131
1520,1320,3.1473,0.024318
1520,1340,3.2194,0.022894
1520,1360,3.3489,0.01791
1520,1380,3.4079,0.013217
1520,1400,3.4846,0.011127
1520,1420,3.6307,0.006636
1520,1440,3.7009,0.001273
1520,1460,3.8039,-0.002438
1520,1480,4.7346,0.023765
1520,1500,4.5732,0.016274
1520,1520,4.7248,0.01381
1520,1540,4.6985,0.009949
1520,1560,5.7147,0.009471
1520,1580,5.2172,0.003621
1520,1600,5.4801,1e-06
1520,1620,5.7541,-0.003249
1520,1640,5.6539,-0.009129
1520,1660,5.7447,-0.013478
1520,1680,5.9241,-0.022867
1520,1700,6.1049,-0.024809
1520,1720,7.2577,-0.030677
1520,1740,7.0934,-0.035617
1520,1760,8.0224,-0.040817
1520,1780,7.2423,-0.043025
1520,1800,7.5238,-0.048884
1540,1060,2.7374,0.059851
1540,1080,2.719,0.059383
1540,1100,2.9012,0.056255
1540,1120,2.7753,0.056281
1540,1140,2.7417,0.054032
1540,1160,2.625,0.052754
1540,1180,2.7281,0.050306
1540,1200,2.7836,0.046582
1540,1220,3.0021,0.044931
1540,1240,2.9454,0.041597
1540,1260,3.0869,0.038089
1540,1280,3.2669,0.034265
1540,1300,3.2248,0.030791
1540,1320,3.2873,0.028367
1540,1340,3.3453,0.025419
1540,1360,3.508,0.022142
1540,1380,3.6395,0.01807
1540,1400,3.6829,0.01411
1540,1420,3.8403,0.010257
1540,1440,3.8162,0.004809
1540,1460,3.9371,0.002101
1540,1480,4.9482,0.028498
1540,1500,4.8132,0.022157
1540,1520,4.8251,0.018392
1540,1540,4.846,0.015581
1540,1560,5.7691,0.015792
1540,1580,5.504,0.007918
1540,1600,5.575,0.002788
1540,1620,5.8671,0.001893
1540,1640,5.9181,-0.00396
1540,1660,5.8907,-0.009093
1540,1680,6.1121,-0.016418
1540,1700,6.3153,-0.018561
1540,1720,7.4752,-0.024256
1540,1740,7.3068,-0.028935
1540,1760,7.9419,-0.038567
1540,1780,7.4378,-0.037142
1540,1800,7.4483,-0.047317
1560,1060,2.874,0.062725
1560,1080,2.8783,0.062725
1560,1100,3.2066,0.06038
1560,1120,2.9125,0.060395
1560,1140,2.9375,0.058604
1560,1160,2.7501,0.055682
1560,1180,2.837,0.054024
1560,1200,2.9859,0.052121
1560,1220,3.1234,0.048571
1560,1240,3.0579,0.044751
1560,1260,3.2763,0.042076
1560,1280,3.3982,0.037907
1560,1300,3.3561,0.035374
1560,1320,3.4483,0.034406
1560,1340,3.5036,0.028142
1560,1360,3.6272,0.024513
1560,1380,3.7917,0.021642
1560,1400,3.7771,0.018088
1560,1420,3.9033,0.014124
1560,1440,4.0207,0.008286
1560,1460,4.0414,0.005038
1560,1480,5.1462,0.031585
1560,1500,5.0041,0.027478
1560,1520,5.0691,0.022897
1560,1540,5.0889,0.01922
1560,1560,5.7208,0.018014
1560,1580,5.6241,0.01262
1560,1600,5.6527,0.008052
1560,1620,6.0798,0.008432
1560,1640,6.0521,-0.001735
1560,1660,5.8397,-0.005487
1560,1680,6.2828,-0.010489
1560,1700,6.4821,-0.014708
1560,1720,7.5635,-0.022478
1560,1740,7.4762,-0.023659
1560,1760,8.0809,-0.032231
1560,1780,7.4926,-0.034743
1560,1800,7.5282,-0.043671
1580,1060,2.9665,0.066829
1580,1080,2.8997,0.06655
1580,1100,3.3377,0.063498
1580,1120,3.0668,0.064165
1580,1140,3.0929,0.061717
1580,1160,2.873,0.05906
1580,1180,3.0201,0.057292
1580,1200,3.1434,0.055323
1580,1220,3.283,0.053044
1580,1240,3.2979,0.050469
1580,1260,3.3656,0.046091
1580,1280,3.5965,0.041584
1580,1300,3.5109,0.03761
1580,1320,3.5968,0.035276
1580,1340,3.6924,0.032303
1580,1360,3.8202,0.029392
1580,1380,3.8918,0.02502
1580,1400,3.9584,0.023043
1580,1420,3.9583,0.018132
1580,1440,4.1914,0.011669
1580,1460,4.22,0.008014
1580,1480,5.3411,0.037329
1580,1500,4.9674,0.029125
1580,1520,5.2187,0.026535
1580,1540,5.2921,0.02502
1580,1560,6.1092,0.025499
1580,1580,5.7229,0.018811
1580,1600,5.8253,0.014265
1580,1620,6.51,0.012391
1580,1640,6.2943,0.006896
1580,1660,6.0475,0.000718
1580,1680,6.4624,-0.006724
1580,1700,6.5993,-0.011287
1580,1720,7.7276,-0.017349
1580,1740,7.5788,-0.021211
1580,1760,8.3831,-0.028144
1580,1780,7.685,-0.029794
1580,1800,7.7535,-0.034516
1600,1060,3.1137,0.073115
1600,1080,3.0274,0.070191
1600,1100,3.4754,0.067463
1600,1120,3.2105,0.070056
1600,1140,3.2442,0.066241
1600,1160,2.971,0.064516
1600,1180,3.2045,0.061777
1600,1200,3.3116,0.060064
1600,1220,3.3638,0.056017
1600,1240,3.4692,0.054031
1600,1260,3.5702,0.049322
1600,1280,3.737,0.045681
1600,1300,3.6523,0.042833
1600,1320,3.7551,0.040362
1600,1340,3.8026,-0.007132
1600,1360,4.0391,0.034148
1600,1380,4.0576,0.028398
1600,1400,4.1103,0.024644
1600,1420,3.9968,0.02008
1600,1440,4.3811,0.01694
1600,1460,4.3664,0.011931
1600,1480,5.3851,0.042324
1600,1500,5.3111,0.035652
1600,1520,5.2414,0.033148
1600,1540,5.5516,0.029005
1600,1560,6.309,0.027786
1600,1580,6.094,0.022667
1600,1600,5.9971,0.018857
1600,1620,6.5825,0.016843
1600,1640,6.3865,0.010406
1600,1660,6.2341,0.005968
1600,1680,6.7546,-0.001549
1600,1700,6.6702,-0.003306
1600,1720,7.9583,-0.013581
1600,1740,7.8244,-0.015061
1600,1760,8.6951,-0.020435
1600,1780,8.1243,-0.022365
1600,1800,7.8795,-0.028002
1620,1060,3.4644,0.076058
1620,1080,3.1216,0.074053
1620,1100,3.7614,0.072307
1620,1120,3.2637,0.072832
1620,1140,3.4015,0.070799
1620,1160,3.0903,0.070085
1620,1180,3.3161,0.065558
1620,1200,3.4647,0.06293
1620,1220,3.5158,0.061253
1620,1240,3.5471,0.058578
1620,1260,3.7496,0.053187
1620,1280,3.7718,0.050378
1620,1300,3.7872,0.045292
1620,1320,3.9311,0.045693
1620,1340,3.9399,0.040608
1620,1360,4.1484,0.036672
1620,1380,4.255,0.033158
1620,1400,4.2772,0.028224
1620,1420,4.1198,0.023294
1620,1440,4.474,0.019479
1620,1460,4.5193,0.015011
1620,1480,5.1427,0.043818
1620,1500,5.1912,0.039945
1620,1520,5.4982,0.036841
1620,1540,5.7159,0.034278
1620,1560,6.4987,0.03497
1620,1580,6.3275,0.027697
1620,1600,6.0573,0.023415
1620,1620,6.8404,0.022463
1620,1640,6.7519,0.016408
1620,1660,6.4829,0.0096
1620,1680,6.8705,0.002531
1620,1700,6.9608,-0.000355
1620,1720,8.1016,-0.004849
1620,1740,7.9768,-0.010561
1620,1760,8.8523,-0.014643
1620,1780,8.2726,-0.018156
1620,1800,8.0197,-0.023618
1640,1060,3.4864,0.080827
1640,1080,3.286,0.079202
1640,1100,3.7241,0.076563
1640,1120,3.3487,0.077552
1640,1140,3.4802,0.075723
1640,1160,3.1825,0.074513
1640,1180,3.4184,0.068591
1640,1200,3.5562,0.06844
1640,1220,3.6581,0.065455
1640,1240,3.6977,0.062295
1640,1260,3.8128,0.058224
1640,1280,3.9619,0.053387
1640,1300,3.9667,0.051264
1640,1320,4.0205,0.04862
1640,1340,4.0621,0.045256
1640,1360,4.2976,0.041688
1640,1380,4.3822,0.037113
1640,1400,4.4079,0.033303
1640,1420,4.3326,0.029578
1640,1440,4.6173,0.022052
1640,1460,4.6367,0.020508
1640,1480,5.8127,0.053577
1640,1500,5.3622,0.045217
1640,1520,5.6122,0.040856
1640,1540,5.8382,0.035964
1640,1560,6.6776,0.038884
1640,1580,6.433,0.032376
1640,1600,6.2787,0.029247
1640,1620,6.8993,0.026837
1640,1640,6.7946,0.01854
1640,1660,6.614,0.015394
1640,1680,7.0418,0.008455
1640,1700,7.009,0.000435
1640,1720,8.2273,-0.00091
1640,1740,8.129,-0.006687
1640,1760,8.997,-0.01101
1640,1780,8.3574,-0.015868
1640,1800,8.2765,-0.018152
1660,1060,3.5368,0.085057
1660,1080,3.2911,0.082438
1660,1100,3.6553,0.081507
1660,1120,3.5684,0.082909
1660,1140,3.6269,0.080716
1660,1160,3.3038,0.079275
1660,1180,3.625,0.074766
1660,1200,3.6468,0.072765
1660,1220,3.7214,0.070332
1660,1240,3.7912,0.066647
1660,1260,3.8913,0.063066
1660,1280,4.055,0.059322
1660,1300,4.0672,0.053147
1660,1320,4.1876,0.053336
1660,1340,4.2445,0.048542
1660,1360,4.4287,0.046118
1660,1380,4.5008,0.042817
1660,1400,4.5819,0.037494
1660,1420,4.4013,0.033293
1660,1440,4.6915,0.026984
1660,1460,4.9065,0.021844
1660,1480,5.9132,0.057296
1660,1500,5.6307,0.049947
1660,1520,5.5896,0.046016
1660,1540,6.064,0.042197
1660,1560,6.8333,0.042509
1660,1580,6.6346,0.036703
1660,1600,6.6626,0.031233
1660,1620,7.0839,0.030216
1660,1640,7.0474,0.025907
1660,1660,6.8366,0.020776
1660,1680,7.2579,0.010096
1660,1700,7.3783,0.008922
1660,1720,8.494,0.005408
1660,1740,8.3054,0.001031
1660,1760,9.1348,-0.003801
1660,1780,8.5434,-0.006382
1660,1800,8.396,-0.013568
1680,1060,4.0608,0.095308
1680,1080,3.6532,0.09249
1680,1100,3.8682,0.090276
1680,1120,3.7041,0.090274
1680,1140,4.0073,0.088686
1680,1160,3.2286,0.089266
1680,1180,3.6049,0.082264
1680,1200,3.8883,0.081284
1680,1220,3.8503,0.081266
1680,1240,3.9212,0.078625
1680,1260,3.9699,0.072438
1680,1280,4.0865,0.068158
1680,1300,4.2101,0.064385
1680,1320,4.3946,0.061878
1680,1340,4.3959,0.059542
1680,1360,4.6483,0.057186
1680,1380,4.7515,0.052386
1680,1400,4.8858,0.046054
1680,1420,4.6472,0.041608
1680,1440,4.8597,0.036532
1680,1460,5.0479,0.033577
1680,1480,6.2977,0.06723
1680,1500,5.995,0.061616
1680,1520,6.1818,0.057007
1680,1540,6.4452,0.053951
1680,1560,7.2635,0.053393
1680,1580,7.0836,0.047984
1680,1600,7.0193,0.043504
1680,1620,7.5974,0.041322
1680,1640,7.3876,0.034531
1680,1660,7.2368,0.029565
1680,1680,7.6168,0.023028
1680,1700,7.6255,0.017989
1680,1720,8.8361,0.014112
1680,1740,8.6958,0.012974
1680,1760,9.5249,0.009002
1680,1780,8.9167,0.003782
1680,1800,8.7057,-0.000596
1700,1060,4.3353,0.101216
1700,1080,3.7589,0.096443
1700,1100,4.0829,0.09473
1700,1120,3.7801,0.095834
1700,1140,4.2826,0.094054
1700,1160,3.6554,0.093186
1700,1180,3.8406,0.085771
1700,1200,3.9007,0.085255
1700,1220,3.816,0.083079
1700,1240,3.9536,0.079361
1700,1260,4.0308,0.074769
1700,1280,4.2252,0.073632
1700,1300,4.3988,0.067481
1700,1320,4.3917,0.066786
1700,1340,4.4675,0.062692
1700,1360,4.5906,0.058562
1700,1380,4.8187,0.054552
1700,1400,4.9441,0.05152
1700,1420,4.7169,0.04701
1700,1440,5.019,0.038989
1700,1460,5.2488,0.035922
1700,1480,6.2909,0.070089
1700,1500,6.1351,0.064496
1700,1520,6.1043,0.059522
1700,1540,6.3507,0.056861
1700,1560,7.6016,0.05697
1700,1580,7.4159,0.054698
1700,1600,7.3238,0.049649
1700,1620,7.8716,0.046786
1700,1640,7.684,0.038551
1700,1660,7.4811,0.034429
1700,1680,7.7762,0.028458
1700,1700,8.0196,0.02279
1700,1720,9.0578,0.020677
1700,1740,8.7821,0.016374
1700,1760,9.6191,0.01306
1700,1780,9.0631,0.010101
1700,1800,8.9046,0.003631
1720,1060,4.3836,0.103446
1720,1080,3.8702,0.101745
1720,1100,4.1776,0.10051
1720,1120,3.9644,0.101038
1720,1140,4.3533,0.099361
1720,1160,3.4739,0.09806
1720,1180,3.9283,0.091151
1720,1200,3.9887,0.09085
1720,1220,3.9277,0.087985
1720,1240,4.0522,0.084615
1720,1260,4.1101,0.079838
1720,1280,4.2817,0.075598
1720,1300,4.3793,0.07417
1720,1320,4.4853,0.071606
1720,1340,4.5355,0.068861
1720,1360,4.761,0.063154
1720,1380,4.8873,0.058638
1720,1400,5.155,0.05411
1720,1420,4.798,0.051635
1720,1440,5.096,0.043746
1720,1460,5.287,0.040546
1720,1480,5.0352,0.031666
1720,1500,6.5315,0.068045
1720,1520,6.5065,0.064106
1720,1540,6.5836,0.060722
1720,1560,7.4581,0.06004
1720,1580,7.5011,0.05677
1720,1600,7.1424,0.051639
1720,1620,8.1096,0.050449
1720,1640,7.9456,0.04423
1720,1660,7.7421,0.039639
1720,1680,7.9771,0.030438
1720,1700,8.2572,0.029353
1720,1720,9.3922,0.02659
1720,1740,9.0272,0.021283
1720,1760,9.7714,0.01651
1720,1780,9.2239,0.009599
1720,1800,9.0721,0.006891
1740,1060,4.433,0.108917
1740,1080,4.1016,0.106445
1740,1100,4.3762,0.104484
1740,1120,4.2205,0.104426
1740,1140,4.467,0.104718
1740,1160,3.7272,0.101229
1740,1180,3.9567,0.095684
1740,1200,4.0236,0.094583
1740,1220,4.0736,0.093603
1740,1240,4.1703,0.088389
1740,1260,4.1466,0.084237
1740,1280,4.3475,0.081372
1740,1300,4.5126,0.079206
1740,1320,4.6079,0.075463
1740,1340,4.6704,0.072331
1740,1360,4.8502,0.067408
1740,1380,5.028,0.063084
1740,1400,5.1935,0.05824
1740,1420,4.8106,0.05537
1740,1440,5.0396,0.04955
1740,1460,5.4101,0.043774
1740,1480,5.1278,0.036604
1740,1500,6.6889,0.073052
1740,1520,6.4215,0.066364
1740,1540,6.692,0.064678
1740,1560,7.5768,0.06682
1740,1580,7.6831,0.062516
1740,1600,7.2659,0.057552
1740,1620,8.16,0.055954
1740,1640,8.3142,0.050085
1740,1660,7.7588,0.04347
1740,1680,8.097,0.034844
1740,1700,8.3198,0.032057
1740,1720,9.4575,0.032741
1740,1740,9.183,0.027526
1740,1760,9.9504,0.025392
1740,1780,9.4132,0.020933
1740,1800,9.242,0.009976
1760,1060,4.5443,0.116708
1760,1080,4.4476,0.111189
1760,1100,4.6844,0.109837
1760,1120,4.4178,0.108101
1760,1140,4.6289,0.109038
1760,1160,3.9876,0.104877
1760,1180,4.0078,0.101347
1760,1200,4.1458,0.100978
1760,1220,4.1334,0.098581
1760,1240,4.258,0.093824
1760,1260,4.278,0.089573
1760,1280,4.492,0.084098
1760,1300,4.7006,0.081714
1760,1320,4.7718,0.079288
1760,1340,4.7842,0.076789
1760,1360,4.9854,0.072396
1760,1380,5.0877,0.069747
1760,1400,5.2734,0.064071
1760,1420,4.9265,0.059969
1760,1440,5.1842,0.05379
1760,1460,5.3912,0.047733
1760,1480,5.1444,0.03921
1760,1500,6.8404,0.077253
1760,1520,6.8009,0.073145
1760,1540,6.7949,0.068794
1760,1560,7.9296,0.071067
1760,1580,7.9459,0.066497
1760,1600,7.3976,0.062151
1760,1620,8.3737,0.060949
1760,1640,8.8171,0.055314
1760,1660,8.1611,0.049222
1760,1680,8.2419,0.039218
1760,1700,8.6308,0.038504
1760,1720,9.5631,0.035863
1760,1740,9.2869,0.030964
1760,1760,10.1517,0.028853
1760,1780,9.601,0.025343
1760,1800,9.4263,0.01767
1780,1060,4.5471,0.118726
1780,1080,4.5801,0.115828
1780,1100,4.9401,0.115648
1780,1120,4.7304,0.112165
1780,1140,4.8116,0.111953
1780,1160,4.1166,0.108345
1780,1180,4.3329,0.104563
1780,1200,4.1891,0.103678
1780,1220,4.1885,0.103158
1780,1240,4.3488,0.098194
1780,1260,4.4075,0.093769
1780,1280,4.5983,0.091002
1780,1300,4.6944,0.08652
1780,1320,4.7667,0.084114
1780,1340,4.9497,0.079747
1780,1360,5.0532,0.075038
1780,1380,5.2798,0.072558
1780,1400,5.3962,0.068265
1780,1420,5.1608,0.062868
1780,1440,5.382,0.058355
1780,1460,5.6282,0.05216
1780,1480,5.1998,0.042682
1780,1500,7.0402,0.084288
1780,1520,6.7715,0.077315
1780,1540,7.2398,0.075503
1780,1560,8.1037,0.074759
1780,1580,8.0659,0.071769
1780,1600,7.4693,0.063977
1780,1620,8.5451,0.065542
1780,1640,8.4805,0.058808
1780,1660,8.2872,0.052101
1780,1680,8.3407,0.046906
1780,1700,8.8602,0.041977
1780,1720,9.8065,0.041523
1780,1740,9.5017,0.036865
1780,1760,10.3125,0.033193
1780,1780,9.7688,0.030757
1780,1800,9.5711,0.02259
1800,1060,4.8904,0.123224
1800,1080,4.7085,0.119212
1800,1100,4.9362,0.117784
1800,1120,5.0883,0.117377
1800,1140,4.6955,0.115909
1800,1160,4.3504,0.112522
1800,1180,4.4452,0.110194
1800,1200,4.5455,0.109059
1800,1220,4.2804,0.106476
1800,1240,4.3719,0.10424
1800,1260,4.5881,0.098483
1800,1280,4.596,0.096437
1800,1300,4.87,0.092752
1800,1320,4.8879,0.090296
1800,1340,5.1124,0.086818
1800,1360,5.2232,0.082395
1800,1380,5.3029,0.078694
1800,1400,5.5276,0.072918
1800,1420,5.3455,0.068091
1800,1440,5.4541,0.063869
1800,1460,5.6961,0.056085
1800,1480,7.5122,0.099227
1800,1500,7.0452,0.088277
1800,1520,7.1716,0.082979
1800,1540,7.1494,0.079832
1800,1560,8.087,0.08007
1800,1580,7.9742,0.077206
1800,1600,7.6224,0.070286
1800,1620,8.824,0.071842
1800,1640,8.7397,0.064249
1800,1660,8.5178,0.058744
1800,1680,8.4784,0.05355
1800,1700,9.2893,0.047069
1800,1720,9.763,0.046793
1800,1740,9.5257,0.041925
1800,1760,10.5225,0.0395
1800,1780,9.975,0.032463
1800,1800,9.6616,0.027878
